tier,speaker,start,stop,dur,val
CHI,CHI,13048,13268,220,0.
CHI,CHI,25591,25933,342,0.
CHI,CHI,33811,34731,920,0.
CHI,CHI,36073,36460,387,0.
CHI,CHI,38637,39070,433,0.
CHI,CHI,53576,53887,311,0.
CHI,CHI,61609,61772,163,0.
CHI,CHI,63107,63451,344,0.
CHI,CHI,68506,68611,105,0.
CHI,CHI,69608,69780,172,0.
CHI,CHI,77216,77846,630,0.
CHI,CHI,78256,78467,211,0.
CHI,CHI,80935,81608,673,0.
CHI,CHI,82698,83003,305,0.
CHI,CHI,87798,87968,170,0.
CHI,CHI,93096,93330,234,0.
CHI,CHI,97573,98070,497,0.
CHI,CHI,98349,98852,503,0.
CHI,CHI,99236,99595,359,0.
CHI,CHI,99846,100011,165,0.
CHI,CHI,107109,107517,408,0.
CHI,CHI,110606,110992,386,0.
CHI,CHI,122068,122639,571,0.
CHI,CHI,122937,123756,819,0.
CHI,CHI,126526,126743,217,0.
CHI,CHI,134791,135048,257,0.
CHI,CHI,135824,136016,192,0.
CHI,CHI,136306,137208,902,0.
FA1,FA1,0,822,822,0.
FA1,FA1,10009,11805,1796,0.
FA1,FA1,41234,41584,350,0.
FA1,FA1,42697,43197,500,0.
FA1,FA1,44717,46006,1289,0.
FA1,FA1,46905,47314,409,0.
FA1,FA1,50957,51635,678,0.
FA1,FA1,51817,52040,223,0.
FA1,FA1,52158,53144,986,0.
FA1,FA1,54314,54772,458,0.
FA1,FA1,57726,58656,930,0.
FA1,FA1,58842,59062,220,0.
FA1,FA1,59408,60378,970,0.
FA1,FA1,67881,68343,462,0.
FA1,FA1,76149,77497,1348,0.
FA1,FA1,79055,79940,885,0.
FA1,FA1,90667,92213,1546,0.
FA1,FA1,92663,93114,451,0.
FA1,FA1,96850,97671,821,0.
FA1,FA1,100035,100594,559,0.
FA1,FA1,103304,104766,1462,0.
FA1,FA1,105548,106491,943,0.
FA1,FA1,106728,107967,1239,0.
FA1,FA1,108792,109147,355,0.
FA1,FA1,112155,113619,1464,0.
FA1,FA1,114602,115547,945,0.
FA1,FA1,118028,119028,1000,0.
FA1,FA1,119720,122005,2285,0.
FA1,FA1,126163,126549,386,0.
FA1,FA1,126611,129014,2403,0.
FA1,FA1,134221,135042,821,0.
FA1,FA1,138491,138704,213,0.
FA1,FA1,139786,140852,1066,0.
FA1,FA1,142138,142393,255,0.
FA1,FA1,146345,147110,765,0.
FA1,FA1,149487,150471,984,0.
FA2,FA2,2066,3648,1582,0.
FA2,FA2,4158,5656,1498,0.
FA2,FA2,6349,9500,3151,0.
FA2,FA2,15303,16408,1105,0.
FA2,FA2,17323,18500,1177,0.
FA2,FA2,43182,43578,396,0.
FA2,FA2,46135,46541,406,0.
FA2,FA2,48349,50864,2515,0.
FA2,FA2,52994,54303,1309,0.
FA2,FA2,54789,56177,1388,0.
FA2,FA2,56565,57275,710,0.
FA2,FA2,60118,60771,653,0.
FA2,FA2,66107,66523,416,0.
FA2,FA2,69325,70228,903,0.
FA2,FA2,70780,72211,1431,0.
FA2,FA2,73314,74543,1229,0.
FA2,FA2,75361,75912,551,0.
FA2,FA2,78632,78818,186,0.
FA2,FA2,79697,80222,525,0.
FA2,FA2,82653,83687,1034,0.
FA2,FA2,87269,88088,819,0.
FA2,FA2,88870,89628,758,0.
FA2,FA2,92249,92724,475,0.
FA2,FA2,100427,101074,647,0.
FA2,FA2,101290,103528,2238,0.
FA2,FA2,106589,106868,279,0.
FA2,FA2,108042,109173,1131,0.
