tier,speaker,start,stop,dur,val
CHI,CHI,1649588,1650979,1391,0.
CHI,CHI,1653996,1654515,519,0.
CHI,CHI,1661906,1662754,848,0.
CHI,CHI,1663974,1665038,1064,0.
CHI,CHI,1665390,1666591,1201,0.
CHI,CHI,1667467,1669342,1875,0.
CHI,CHI,1670051,1670705,654,0.
CHI,CHI,1671684,1672636,952,0.
CHI,CHI,1678385,1679218,833,0.
CHI,CHI,1680961,1683408,2447,0.
CHI,CHI,1697583,1698854,1271,0.
CHI,CHI,1707508,1707633,125,0.
CHI,CHI,2820924,2825386,4462,0.
CHI,CHI,2826407,2830368,3961,0.
CHI,CHI,2832448,2835652,3204,0.
CHI,CHI,2839478,2841304,1826,0.
CHI,CHI,2842189,2844744,2555,0.
CHI,CHI,2845955,2848808,2853,0.
CHI,CHI,2850245,2852772,2527,0.
CHI,CHI,2854133,2856478,2345,0.
CHI,CHI,2859249,2862515,3266,0.
CHI,CHI,2867143,2867468,325,0.
CHI,CHI,2868423,2869019,596,0.
CHI,CHI,2875405,2875799,394,0.
CHI,CHI,2876435,2879313,2878,0.
CHI,CHI,2880974,2881489,515,0.
CHI,CHI,3026368,3026724,356,0.
CHI,CHI,3027506,3028487,981,0.
CHI,CHI,3028666,3029883,1217,0.
CHI,CHI,3030506,3030827,321,0.
CHI,CHI,3033359,3035175,1816,0.
CHI,CHI,3037946,3038570,624,0.
CHI,CHI,3041818,3042313,495,0.
CHI,CHI,3043025,3043643,618,0.
CHI,CHI,3044120,3045937,1817,0.
CHI,CHI,3052652,3053185,533,0.
CHI,CHI,3058895,3059515,620,0.
CHI,CHI,3062432,3063203,771,0.
CHI,CHI,3063532,3065258,1726,0.
CHI,CHI,3069341,3069616,275,0.
CHI,CHI,3072389,3073120,731,0.
CHI,CHI,3081038,3081359,321,0.
CHI,CHI,3082644,3083579,935,0.
CHI,CHI,3604056,3605148,1092,0.
CHI,CHI,3606104,3606649,545,0.
CHI,CHI,3606896,3607891,995,0.
CHI,CHI,3609056,3609589,533,0.
CHI,CHI,3609845,3610469,624,0.
