tier,speaker,start,stop,dur,val
CHI,CHI,1875280,1875403,123,0.
CHI,CHI,1884486,1884671,185,0.
CHI,CHI,1897221,1897426,205,0.
CHI,CHI,1931936,1932296,360,0.
CHI,CHI,1933075,1933292,217,0.
CHI,CHI,1935280,1935822,542,0.
CHI,CHI,1937525,1938367,842,0.
CHI,CHI,1939003,1939196,193,0.
CHI,CHI,1940328,1940549,221,0.
CHI,CHI,1941116,1941337,221,0.
CHI,CHI,1944509,1944660,151,0.
CHI,CHI,1944944,1945079,135,0.
CHI,CHI,1946229,1946367,138,0.
CHI,CHI,1947620,1947980,360,0.
CHI,CHI,2897031,2897549,518,0.
CHI,CHI,2897964,2898529,565,0.
CHI,CHI,2898988,2899558,570,0.
CHI,CHI,2901494,2901920,426,0.
CHI,CHI,2902355,2902814,459,0.
CHI,CHI,2903855,2904200,345,0.
CHI,CHI,2907335,2907533,198,0.
CHI,CHI,2908677,2908843,166,0.
CHI,CHI,2909027,2909532,505,0.
CHI,CHI,2910415,2910624,209,0.
CHI,CHI,2913533,2913707,174,0.
CHI,CHI,2916541,2916612,71,0.
CHI,CHI,2918260,2919837,1577,0.
CHI,CHI,2920466,2921245,779,0.
CHI,CHI,2921809,2921980,171,0.
CHI,CHI,2929770,2930272,502,0.
CHI,CHI,2931774,2931909,135,0.
CHI,CHI,2932302,2932624,322,0.
CHI,CHI,2937118,2937383,265,0.
CHI,CHI,2948573,2948865,292,0.
CHI,CHI,2950426,2951418,992,0.
CHI,CHI,2951853,2952498,645,0.
CHI,CHI,2952948,2953245,297,0.
CHI,CHI,4457735,4458175,440,0.
CHI,CHI,4458865,4459249,384,0.
CHI,CHI,6324221,6324466,245,0.
CHI,CHI,6324869,6325086,217,0.
CHI,CHI,6325462,6325687,225,0.
CHI,CHI,6326584,6326770,186,0.
CHI,CHI,6327007,6327339,332,0.
CHI,CHI,6328324,6328521,197,0.
CHI,CHI,6332680,6332950,270,0.
CHI,CHI,6336976,6337138,162,0.
CHI,CHI,6347941,6348063,122,0.
CHI,CHI,6349725,6350014,289,0.
CHI,CHI,6350256,6350529,273,0.
CHI,CHI,6353031,6353596,565,0.
CHI,CHI,6354280,6354355,75,0.
CHI,CHI,6357916,6358173,257,0.
CHI,CHI,6358691,6359569,878,0.
CHI,CHI,6360011,6360513,502,0.
CHI,CHI,6363233,6363434,201,0.
CHI,CHI,6364760,6364915,155,0.
CHI,CHI,6365719,6365984,265,0.
CHI,CHI,6371051,6371213,162,0.
CHI,CHI,6378071,6379043,972,0.
CHI,CHI,6379581,6379901,320,0.
CHI,CHI,6380442,6380679,237,0.
CHI,CHI,6381810,6381920,110,0.
CHI,CHI,9945422,9945599,177,0.
CHI,CHI,9946782,9948502,1720,0.
CHI,CHI,9949007,9949525,518,0.
CHI,CHI,9950947,9951494,547,0.
CHI,CHI,9952332,9952917,585,0.
CHI,CHI,9953241,9954122,881,0.
CHI,CHI,9954387,9955126,739,0.
CHI,CHI,9955521,9956098,577,0.
CHI,CHI,9956901,9958218,1317,0.
CHI,CHI,9958517,9959434,917,0.
CHI,CHI,9959790,9961944,2154,0.
CHI,CHI,9963458,9967213,3755,0.
CHI,CHI,9967624,9968818,1194,0.
